milk,danbaizhi,#####,#####,####,####,####
milk,danbaizhi,#####,#####,####,####,####
2021-04-26-16-10-31,50,1,1.1325466549936931,-0.23521228490046098,0.04724554497332329,-2.747187513298123
2021-04-26-16-10-55,50,1,0.34695609573349245,0.8840746427145536,0.09736911074134547,-14.915713315395418
2021-04-26-16-13-54,50,1,0.30255787964676417,0.9071543107308715,0.06279589697184026,-0.4221100529300821
2021-04-26-16-14-15,50,1,0.48167036924976164,0.7646876774353808,0.04923289937448427,0.1258589907685307
2021-04-26-16-17-38,50,1,0.23770532998403457,0.9426910239953932,0.06511660910378454,-0.5291645585787137
2021-04-26-16-18-00,50,1,0.25863598718160896,0.9321542393815285,0.08694050765837641,-1.72593197250211
2021-04-26-16-24-36,50,1,0.1670751890482422,0.9724910211206994,0.15717758845984803,0.7456137074690165
2021-04-26-16-24-58,50,1,0.12797167500958354,0.9838609392512356,0.16461313430260527,0.7209760826091072
milk,43:24,#####,#####,####,####,####
milk,43:24,#####,#####,####,####,####
2021-04-26-16-42-40,50,1,0.7236347945735789,0.4514596343266223,0.3420825987299135,0.895522965887307
2021-04-26-16-42-59,50,1,0.4348182414833457,0.8019452692197765,0.5305828587473216,0.7486578645983479
2021-04-26-17-01-06,50,1,0.19804992749240705,0.9634024850191153,0.33738559454779415,0.8704894566910204
2021-04-26-17-01-26,50,1,0.3050636983951509,0.9131673042852029,0.35246262945469675,0.8586557297119194
milk,43:24,#####,#####,####,####,####
2021-04-26-19-25-03,50,1,0.20897683939576153,0.9592527283302268,0.33060579520307876,0.8756422148495783
2021-04-26-19-25-27,50,1,0.3573661236413605,0.8808404143200378,0.34064743569083344,0.8679731376049422
